,MS SubClass,MS Zoning,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition,Bldg Type,Overall Qual,Exter Qual,Bsmt Qual,BsmtFin Type 1,Total Bsmt SF,Heating QC,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Kitchen Qual,TotRms AbvGrd,Garage Area,Paved Drive,Sale Type,SalePrice,tot_baths,tot_bed_bath,tot_liv_area
1536,80,RL,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,1Fam,6,3,3.0,GLQ,960.0,Fa,1040,1.0,0.0,3,6,616.0,Y,WD ,160500,1.0,4.0,2000.0
1537,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,7,4,4.0,Unf,1494.0,Ex,1494,0.0,0.0,4,7,840.0,Y,New,279500,2.0,5.0,2988.0
1538,85,RL,Lvl,AllPub,Corner,Gtl,Sawyer,Street,1Fam,5,3,4.0,ALQ,981.0,TA,1075,1.0,0.0,4,6,440.0,Y,WD ,148000,1.0,4.0,2056.0
1539,20,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,5,3,3.0,ALQ,992.0,Ex,992,1.0,0.0,4,6,294.0,Y,WD ,145000,1.0,4.0,1984.0
1540,60,RL,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,1Fam,8,4,4.0,GLQ,1338.0,Ex,2520,1.0,0.0,4,10,796.0,Y,WD ,310000,2.5,7.5,3858.0
1541,80,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,6,3,3.0,ALQ,1083.0,TA,1146,0.0,1.0,3,6,294.0,Y,WD ,165000,1.0,4.0,2229.0
1542,60,RL,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,1Fam,8,4,4.0,GLQ,1629.0,Ex,2448,1.0,0.0,4,8,711.0,Y,WD ,402000,2.5,6.5,4077.0
1543,60,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,7,4,4.0,Unf,1026.0,Ex,1958,0.0,0.0,4,9,936.0,Y,WD ,250000,2.5,5.5,2984.0
1544,180,RM,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Twnhs,4,3,4.0,GLQ,630.0,TA,630,1.0,0.0,3,3,0.0,Y,WD ,73000,1.0,2.0,1260.0
1545,90,RL,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Duplex,5,3,4.0,Unf,896.0,TA,1792,0.0,0.0,3,8,0.0,Y,WD ,136000,3.0,7.0,2688.0
1546,120,RL,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,TwnhsE,9,5,5.0,GLQ,1560.0,Ex,1565,1.0,0.0,5,6,556.0,Y,WD ,282500,2.0,4.0,3125.0
1547,20,RL,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,8,4,4.0,Unf,1595.0,Ex,1595,0.0,0.0,4,6,880.0,Y,WD ,221500,2.0,4.0,3190.0
1548,20,RL,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,4,3,4.0,Unf,1680.0,Gd,1680,0.0,0.0,4,7,628.0,Y,WD ,170000,2.0,6.0,3360.0
1549,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,6,2,3.0,BLQ,1040.0,Gd,1040,1.0,0.0,3,6,480.0,Y,WD ,163000,1.0,4.0,2080.0
1550,60,RL,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,8,4,4.0,LwQ,1318.0,Ex,2531,0.0,0.0,4,9,752.0,Y,WD ,290000,2.5,6.5,3849.0
1551,60,RL,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,8,4,4.0,GLQ,1325.0,Ex,2538,0.0,0.0,4,8,933.0,Y,WD ,330000,2.5,6.5,3863.0
1552,160,RM,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Twnhs,6,3,3.0,BLQ,483.0,TA,987,1.0,0.0,3,5,264.0,Y,WD ,111000,1.5,3.5,1470.0
1553,60,RL,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,6,3,4.0,GLQ,840.0,Ex,1755,1.0,0.0,3,7,530.0,Y,WD ,214000,2.5,5.5,2595.0
1554,20,RL,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,5,3,3.0,Rec,1152.0,TA,1152,0.0,0.0,3,6,636.0,Y,WD ,137500,1.5,4.5,2304.0
1555,60,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,7,4,4.0,GLQ,926.0,Ex,1884,1.0,0.0,5,7,581.0,Y,WD ,240900,2.5,5.5,2810.0
1556,60,RL,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,7,4,4.0,GLQ,750.0,Ex,1923,1.0,0.0,4,8,564.0,Y,WD ,190000,2.5,5.5,2673.0
1557,20,RL,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,7,4,4.0,GLQ,1569.0,Ex,1611,1.0,0.0,4,6,1231.0,Y,WD ,250000,2.0,5.0,3180.0
1558,20,RL,Lvl,AllPub,Corner,Gtl,Veenker,Norm,1Fam,5,4,4.0,ALQ,1437.0,TA,1437,1.0,0.0,4,6,528.0,Y,WD ,218000,2.0,5.0,2874.0
1559,60,RL,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,7,4,4.0,GLQ,1148.0,Ex,2075,1.0,0.0,4,8,473.0,Y,WD ,255000,2.5,5.5,3223.0
1560,20,RL,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,1Fam,7,4,4.0,Unf,1670.0,Ex,1670,0.0,0.0,4,7,690.0,Y,New,240000,2.0,5.0,3340.0
1561,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,8,4,4.0,Unf,2140.0,Ex,2140,0.0,0.0,4,8,894.0,Y,New,360000,2.5,5.5,4280.0
1562,80,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,ALQ,1219.0,Gd,1265,0.0,1.0,4,6,502.0,Y,WD ,179900,2.0,5.0,2484.0
1563,50,RL,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,1Fam,5,3,3.0,Rec,1598.0,TA,3086,0.0,0.0,5,12,0.0,Y,WD ,200500,3.0,6.0,4684.0
1564,50,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,3,3,3.0,Unf,600.0,Fa,968,0.0,0.0,3,6,0.0,Y,WD ,37900,1.0,3.0,1568.0
1565,20,RL,Lvl,AllPub,Inside,Gtl,Timber,Norm,1Fam,8,4,5.0,GLQ,1267.0,Ex,1312,0.0,0.0,4,5,471.0,Y,WD ,180500,2.0,4.0,2579.0
1566,90,RL,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Duplex,7,3,5.0,GLQ,1168.0,Ex,2787,2.0,0.0,3,8,820.0,Y,WD ,269500,5.0,11.0,3955.0
1567,60,RL,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,7,4,4.0,Unf,847.0,Ex,1733,0.0,0.0,4,7,433.0,Y,WD ,225000,2.5,5.5,2580.0
1568,50,RM,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,1Fam,6,3,3.0,ALQ,720.0,Gd,1215,0.0,0.0,4,6,720.0,Y,WD ,141000,1.0,4.0,1935.0
1569,20,RL,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,9,5,5.0,GLQ,1739.0,Ex,1743,1.0,0.0,5,8,927.0,Y,ConLI,335000,2.0,5.0,3482.0
1570,20,RL,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,1Fam,5,4,4.0,GLQ,1026.0,Ex,1026,1.0,0.0,3,5,308.0,Y,WD ,150000,1.5,4.5,2052.0
1571,20,RL,Low,AllPub,Inside,Gtl,Veenker,Norm,1Fam,9,4,5.0,GLQ,1842.0,Gd,1842,2.0,0.0,4,5,894.0,Y,WD ,385000,0.5,0.5,3684.0
1572,60,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,7,3,3.0,BLQ,768.0,TA,1986,0.0,0.0,3,7,486.0,Y,WD ,205000,2.5,5.5,2754.0
1573,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,7,4,4.0,GLQ,1187.0,Ex,1208,1.0,0.0,4,6,632.0,Y,WD ,206000,2.0,4.0,2395.0
1574,20,RL,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,1Fam,7,4,4.0,Unf,1422.0,Ex,1422,0.0,0.0,4,7,626.0,Y,WD ,179600,2.0,5.0,2844.0
1575,20,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,4,3,2.0,LwQ,836.0,TA,1220,0.0,0.0,3,6,396.0,Y,COD,102000,1.0,3.0,2056.0
1576,20,RL,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,1Fam,5,3,4.0,ALQ,1126.0,TA,1126,0.0,1.0,5,6,540.0,Y,WD ,175000,2.0,5.0,2252.0
1577,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,Rec,1015.0,Gd,1384,1.0,0.0,3,6,896.0,Y,WD ,159000,1.0,3.0,2399.0
1578,20,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,6,3,3.0,BLQ,1127.0,TA,1127,0.0,1.0,3,6,480.0,Y,WD ,135000,1.5,4.5,2254.0
1579,50,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,6,3,3.0,Rec,994.0,Gd,1855,0.0,0.0,3,7,325.0,Y,WD ,136900,2.0,6.0,2849.0
1580,20,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Street,1Fam,5,3,3.0,BLQ,912.0,TA,1236,0.0,0.0,3,6,288.0,Y,WD ,135000,1.0,4.0,2148.0
1581,60,RL,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,8,4,4.0,GLQ,1252.0,Ex,2365,1.0,0.0,4,8,856.0,Y,WD ,337000,2.5,5.5,3617.0
1582,60,RL,Lvl,AllPub,Corner,Gtl,NWAmes,Pos,1Fam,6,3,3.0,BLQ,1054.0,TA,2654,1.0,0.0,4,9,619.0,Y,WD ,250000,2.5,6.5,3708.0
1583,60,RL,Lvl,AllPub,FR3,Gtl,NWAmes,Norm,1Fam,8,4,4.0,GLQ,1236.0,Ex,2340,1.0,0.0,4,9,787.0,Y,WD ,306000,2.5,6.5,3576.0
1584,90,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Duplex,5,3,4.0,GLQ,1200.0,TA,1200,3.0,0.0,3,5,0.0,Y,WD ,179000,3.0,6.0,2400.0
1585,160,FV,Lvl,AllPub,Corner,Gtl,Somerst,Norm,TwnhsE,7,4,4.0,Unf,689.0,Ex,1392,0.0,0.0,4,5,540.0,Y,WD ,146000,2.0,4.0,2081.0
1586,50,RM,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,6,3,3.0,LwQ,1138.0,Gd,2180,0.0,0.0,3,7,720.0,N,WD ,161000,1.5,4.5,3318.0
1587,20,RL,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,6,3,3.0,ALQ,1610.0,Gd,1610,1.0,0.0,4,6,480.0,Y,WD ,205000,2.0,5.0,3220.0
1588,120,RL,Lvl,AllPub,Inside,Gtl,Timber,Norm,TwnhsE,7,4,4.0,GLQ,1277.0,Gd,1501,1.0,0.0,4,6,512.0,Y,WD ,241500,2.0,4.0,2778.0
1589,20,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Street,1Fam,4,3,3.0,Rec,1029.0,Gd,1029,1.0,0.0,3,5,261.0,Y,WD ,118500,1.0,4.0,2058.0
1590,80,RL,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,1Fam,5,3,3.0,BLQ,1062.0,Ex,1352,0.0,1.0,4,6,288.0,Y,WD ,130000,1.0,4.0,2414.0
1591,30,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,5,3,3.0,Unf,808.0,Ex,1072,0.0,0.0,3,5,379.0,Y,WD ,130000,1.0,3.0,1880.0
1592,60,RL,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,1Fam,10,5,5.0,GLQ,1850.0,Ex,2698,1.0,0.0,5,11,736.0,Y,New,535000,2.5,6.5,4548.0
1593,20,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Street,1Fam,5,3,3.0,LwQ,912.0,Gd,912,0.0,1.0,3,6,252.0,Y,WD ,123000,1.0,4.0,1824.0
1594,90,RL,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Duplex,4,3,0.0,Na,0.0,TA,1152,0.0,0.0,3,6,0.0,N,WD ,82000,2.0,4.0,1152.0
1595,75,RM,Lvl,AllPub,Corner,Gtl,OldTown,Street,1Fam,7,3,3.0,BLQ,624.0,Ex,1450,0.0,0.0,3,7,288.0,Y,WD ,132000,1.0,4.0,2074.0
1596,30,RL,Lvl,AllPub,Corner,Sev,OldTown,Norm,1Fam,5,3,3.0,Unf,1073.0,Ex,1073,0.0,0.0,3,4,326.0,Y,WD ,108480,1.0,3.0,2146.0
1597,20,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,5,3,3.0,BLQ,1176.0,TA,1458,1.0,0.0,3,7,512.0,Y,WD ,165000,1.5,4.5,2634.0
1598,20,RL,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,7,4,4.0,Unf,1461.0,Ex,1486,0.0,0.0,4,7,566.0,Y,WD ,181000,2.0,5.0,2947.0
1599,80,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,5,3,3.0,Unf,552.0,TA,1774,0.0,0.0,3,8,384.0,Y,WD ,165000,2.0,6.0,2326.0
1600,50,RL,Lvl,AllPub,Inside,Mod,Mitchel,Norm,1Fam,5,3,3.0,BLQ,864.0,TA,1479,0.0,0.0,3,8,275.0,Y,WD ,161000,2.0,7.0,2343.0
1601,20,RL,Lvl,AllPub,Corner,Gtl,Somerst,Street,1Fam,8,4,4.0,Unf,1504.0,Ex,1504,0.0,0.0,4,7,510.0,Y,New,199000,2.0,5.0,3008.0
1602,60,RL,Lvl,AllPub,Corner,Gtl,Timber,Norm,1Fam,7,4,4.0,GLQ,817.0,Ex,1894,1.0,0.0,4,8,510.0,Y,WD ,214900,2.5,6.5,2711.0
1603,20,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,8,4,4.0,GLQ,1278.0,Ex,1278,0.0,0.0,4,5,584.0,Y,New,198600,2.0,4.0,2556.0
1604,60,RL,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,1Fam,8,4,4.0,Unf,1141.0,Gd,2263,0.0,0.0,4,10,420.0,Y,WD ,258000,2.5,6.5,3404.0
1605,90,RL,Lvl,AllPub,Inside,Gtl,SawyerW,Street,Duplex,7,3,5.0,GLQ,1168.0,Ex,2787,2.0,0.0,3,8,820.0,Y,WD ,269500,5.0,11.0,3955.0
1606,60,RL,Lvl,AllPub,Inside,Gtl,Gilbert,RRA,1Fam,7,4,4.0,Unf,707.0,Ex,1414,0.0,0.0,4,6,403.0,Y,WD ,176000,2.5,5.5,2121.0
1607,80,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,6,3,4.0,LwQ,1302.0,Ex,1302,0.0,1.0,4,7,309.0,Y,CWD,158000,2.0,5.0,2604.0
1608,80,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,8,4,4.0,GLQ,408.0,Ex,1419,1.0,0.0,4,7,527.0,Y,WD ,184100,2.5,5.5,1827.0
1609,20,RL,Lvl,AllPub,Inside,Gtl,NWAmes,Pos,1Fam,6,3,3.0,ALQ,1625.0,TA,1220,0.0,1.0,3,6,944.0,Y,WD ,170000,2.0,4.0,2845.0
1610,80,RL,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,6,3,3.0,ALQ,572.0,Gd,1982,1.0,0.0,3,6,501.0,Y,WD ,208000,2.5,5.5,2554.0
1611,120,RM,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,TwnhsE,6,4,4.0,GLQ,848.0,Ex,848,1.0,0.0,4,4,420.0,Y,WD ,140000,1.0,2.0,1696.0
1612,120,RM,HLS,AllPub,Inside,Mod,Crawfor,Norm,TwnhsE,8,5,5.0,GLQ,1596.0,Ex,1648,1.0,1.0,5,5,482.0,Y,New,230000,2.0,4.0,3244.0
1613,120,RL,HLS,AllPub,Inside,Mod,StoneBr,Norm,TwnhsE,8,4,4.0,GLQ,1337.0,Gd,1337,1.0,0.0,4,5,462.0,Y,WD ,188500,2.0,4.0,2674.0
1614,50,RL,HLS,AllPub,Inside,Mod,Crawfor,Norm,1Fam,5,3,4.0,BLQ,901.0,TA,1717,0.0,0.0,3,7,410.0,Y,WD ,194000,1.5,3.5,2618.0
1615,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,Rec,1104.0,Gd,1104,1.0,0.0,3,5,384.0,Y,WD ,133000,1.0,4.0,2208.0
1616,20,RL,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,5,3,4.0,GLQ,907.0,TA,907,0.0,0.0,3,5,343.0,Y,WD ,140000,1.0,4.0,1814.0
1617,60,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,7,4,4.0,GLQ,782.0,Ex,1652,0.0,0.0,4,6,532.0,Y,WD ,207500,2.5,5.5,2434.0
1618,60,RL,Lvl,AllPub,Inside,Gtl,NWAmes,Pos,1Fam,6,3,3.0,Unf,932.0,Gd,2640,0.0,0.0,4,8,515.0,Y,WD ,256900,2.5,7.5,3572.0
1619,50,RL,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,5,3,3.0,Unf,735.0,Gd,1034,0.0,0.0,3,5,240.0,Y,WD ,109000,1.0,3.0,1769.0
1620,90,RL,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Duplex,5,3,0.0,Na,0.0,TA,1513,0.0,0.0,3,8,400.0,Y,WD ,113722,2.0,6.0,1513.0
1621,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,8,4,5.0,GLQ,1498.0,Ex,1498,0.0,0.0,4,7,844.0,Y,WD ,237000,2.0,5.0,2996.0
1622,20,RL,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,5,3,3.0,ALQ,1053.0,Gd,1053,1.0,0.0,4,6,692.0,Y,WD ,142100,1.0,4.0,2106.0
1623,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,6,3,3.0,BLQ,1178.0,Gd,1293,1.0,0.0,3,5,452.0,Y,WD ,149900,2.0,4.0,2471.0
1624,20,RL,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,9,5,5.0,GLQ,2020.0,Ex,2020,1.0,0.0,5,7,896.0,Y,WD ,404000,2.0,5.0,4040.0
1625,60,RL,HLS,AllPub,Inside,Gtl,NAmes,Norm,1Fam,7,3,3.0,ALQ,1438.0,TA,2448,1.0,0.0,3,9,441.0,Y,WD ,277500,3.0,6.0,3886.0
1626,60,RL,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,6,4,4.0,Unf,741.0,TA,1732,0.0,0.0,4,7,476.0,Y,WD ,178000,2.5,5.5,2473.0
1627,120,RL,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,TwnhsE,8,4,4.0,GLQ,1324.0,Ex,1324,1.0,0.0,4,6,550.0,Y,WD ,254000,2.0,4.0,2648.0
1628,30,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2,3,2.0,Unf,678.0,TA,832,0.0,0.0,3,5,780.0,N,WD ,12789,1.0,3.0,1510.0
1629,20,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,7,3,4.0,Unf,1237.0,Gd,1253,0.0,0.0,3,6,402.0,Y,WD ,176000,2.0,5.0,2490.0
1630,60,RL,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,1Fam,9,3,5.0,Unf,1249.0,Ex,2596,0.0,0.0,4,9,840.0,Y,New,342643,3.5,7.5,3845.0
1631,20,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,5,3,3.0,GLQ,876.0,TA,902,0.0,0.0,3,6,288.0,Y,WD ,125500,1.0,4.0,1778.0
1632,20,RL,Lvl,AllPub,Inside,Gtl,Timber,Norm,1Fam,6,3,4.0,Unf,1495.0,Ex,1495,0.0,0.0,3,8,438.0,Y,WD ,150000,2.0,5.0,2990.0
1633,20,FV,Lvl,AllPub,Corner,Gtl,Somerst,Norm,1Fam,8,5,4.0,Unf,1574.0,Ex,1584,0.0,0.0,5,6,594.0,Y,New,261329,2.0,4.0,3158.0
1634,20,RL,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,7,3,4.0,GLQ,1080.0,Ex,1080,1.0,0.0,4,6,0.0,Y,WD ,141000,1.0,4.0,2160.0
1635,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,4,3,3.0,BLQ,1105.0,Gd,1647,1.0,0.0,3,6,280.0,Y,WD ,153000,1.0,4.0,2752.0
1636,120,RL,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,TwnhsE,7,4,5.0,Unf,1258.0,Ex,1258,0.0,0.0,4,6,648.0,Y,New,172500,2.0,4.0,2516.0
1637,70,RL,Lvl,AllPub,Inside,Gtl,BrkSide,RRA,1Fam,6,3,3.0,Unf,698.0,Ex,1396,0.0,0.0,3,7,384.0,Y,WD ,153575,1.0,4.0,2094.0
1638,30,C (all),Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,5,4,3.0,ALQ,837.0,Ex,1001,0.0,0.0,4,5,216.0,N,WD ,124900,1.0,3.0,1838.0
1639,20,RL,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,9,5,5.0,Unf,2121.0,Ex,2121,0.0,0.0,5,8,732.0,Y,New,415298,2.5,5.5,4242.0
1640,50,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,6,2,3.0,Unf,972.0,Ex,1480,0.0,0.0,3,6,207.0,Y,ConLI,119000,1.0,4.0,2452.0
1641,20,RL,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,8,4,4.0,Unf,1588.0,Ex,1588,0.0,0.0,4,7,825.0,Y,WD ,227000,2.0,5.0,3176.0
1642,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,4,3.0,ALQ,1053.0,Ex,1053,1.0,0.0,4,5,312.0,Y,WD ,145500,1.5,4.5,2106.0
1643,30,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,3,3,2.0,LwQ,492.0,TA,492,1.0,0.0,3,3,200.0,N,WD ,61500,1.0,2.0,984.0
1644,20,RL,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,7,3,3.0,Unf,1851.0,Gd,1851,0.0,0.0,3,8,506.0,Y,WD ,192100,2.0,5.0,3702.0
1645,190,RM,Bnk,AllPub,Inside,Gtl,IDOTRR,Street,2fmCon,6,3,3.0,Rec,698.0,Ex,1403,1.0,0.0,3,7,308.0,Y,WD ,116000,1.5,4.5,2101.0
1646,80,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,6,3,3.0,GLQ,588.0,Ex,1138,0.0,1.0,3,6,264.0,Y,WD ,145000,1.0,4.0,1726.0
1647,20,RL,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,1Fam,9,4,5.0,GLQ,2452.0,Ex,2452,2.0,0.0,5,10,886.0,Y,WD ,445000,2.0,5.0,4904.0
1648,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,5,3,4.0,LwQ,1040.0,TA,1040,0.0,0.0,4,5,484.0,Y,WD ,150500,2.0,5.0,2080.0
1649,60,RL,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,6,3,4.0,Unf,763.0,Gd,1655,0.0,0.0,3,7,440.0,Y,WD ,175900,2.5,5.5,2418.0
1650,20,RL,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,6,3,3.0,ALQ,1116.0,Ex,1116,1.0,0.0,3,6,528.0,Y,WD ,167900,2.0,5.0,2232.0
1651,60,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,7,4,4.0,Unf,879.0,Ex,1863,0.0,0.0,4,9,660.0,Y,New,219210,2.5,6.5,2742.0
1652,60,RL,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,6,4,4.0,Unf,1055.0,Ex,1845,0.0,0.0,4,8,462.0,Y,WD ,189000,2.5,5.5,2900.0
1653,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,ALQ,1176.0,TA,1176,1.0,0.0,3,6,292.0,Y,WD ,136500,1.0,4.0,2352.0
1654,20,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,5,3,3.0,BLQ,864.0,Ex,892,1.0,0.0,4,5,416.0,Y,WD ,137900,1.0,4.0,1756.0
1655,30,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,5,3,3.0,ALQ,1022.0,TA,1022,1.0,0.0,3,4,280.0,Y,WD ,85000,1.0,3.0,2044.0
1656,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,LwQ,2136.0,TA,2136,0.0,0.0,3,7,528.0,Y,WD ,137900,2.0,6.0,4272.0
1657,60,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,6,3,4.0,GLQ,926.0,Ex,1604,0.0,0.0,3,7,472.0,Y,WD ,195500,2.5,5.5,2530.0
1658,70,RL,Bnk,AllPub,Corner,Gtl,SWISU,Norm,1Fam,6,3,4.0,Unf,806.0,TA,1647,1.0,0.0,2,6,216.0,Y,WD ,128000,1.5,5.5,2453.0
1659,20,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Street,1Fam,5,3,3.0,ALQ,864.0,Ex,864,1.0,0.0,4,5,420.0,Y,WD ,135000,1.0,4.0,1728.0
1660,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,5,3,3.0,ALQ,1076.0,TA,1076,0.0,0.0,3,5,576.0,Y,WD ,143195,1.5,4.5,2152.0
1661,40,RM,Lvl,AllPub,Inside,Gtl,BrkSide,RRA,1Fam,5,3,3.0,Unf,742.0,TA,935,0.0,0.0,3,4,308.0,P,WD ,79500,1.0,3.0,1677.0
1662,60,RL,Lvl,AllPub,FR2,Gtl,SawyerW,Norm,1Fam,7,4,4.0,Unf,835.0,Ex,1663,0.0,0.0,4,8,478.0,Y,WD ,192500,2.5,5.5,2498.0
1663,50,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,5,3,3.0,BLQ,768.0,TA,1328,0.0,0.0,3,6,308.0,Y,WD ,129500,1.5,4.5,2096.0
1664,60,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,6,3,4.0,Unf,806.0,Gd,1572,0.0,0.0,3,7,373.0,Y,WD ,168000,2.5,5.5,2378.0
1665,50,RM,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,6,3,3.0,LwQ,739.0,Ex,1342,0.0,0.0,3,7,240.0,Y,WD ,105000,2.0,4.0,2081.0
1666,20,RL,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,6,3,3.0,ALQ,981.0,TA,981,1.0,0.0,3,5,576.0,Y,WD ,143250,1.5,4.5,1962.0
1667,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,5,3,4.0,Unf,1099.0,Ex,1099,0.0,0.0,4,6,352.0,Y,WD ,144000,1.5,4.5,2198.0
